C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 1422.0000,  322.0000,  342.0000,   13.0000,  295.0000,   64.0000,   66.0000,    3.0000,  133.0000,   29.0000,   30.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.0000,   21.0000,   20.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,   52.7677,  645.7609,    0.6074,   41.4081,    0.4562,  2yrq.pdbqt; Z839706570.pdbqt; 2yrq_pocket.pdbqt
 1230.0000,  341.0000,  325.0000,   14.0000,  211.0000,   56.0000,   56.0000,    2.0000,  373.0000,   93.0000,   85.0000,    5.0000,  122.0000,   30.0000,   23.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.2636,  685.1601,    0.7910,   22.1517,    0.4199,  2yrq.pdbqt; Z445993872.pdbqt; 2yrq_pocket.pdbqt
 1578.0000,  381.0000,  358.0000,    3.0000,  230.0000,   56.0000,   51.0000,    0.0000,  289.0000,   74.0000,   63.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   58.3934,  747.5931,    0.9032,   15.0692,    1.1166,  2yrq.pdbqt; Z3364135625.pdbqt; 2yrq_pocket.pdbqt
 1653.0000,  418.0000,  375.0000,    7.0000,  475.0000,  117.0000,  107.0000,    3.0000,  203.0000,   49.0000,   43.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.2149,  834.4003,    0.6554,   15.2799,    1.2350,  2yrq.pdbqt; Z989445942.pdbqt; 2yrq_pocket.pdbqt
 1690.0000,  434.0000,  395.0000,    8.0000,  348.0000,   84.0000,   74.0000,    3.0000,  163.0000,   37.0000,   30.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   58.1961,  818.9839,    0.7747,   35.8751,    0.7688,  2yrq.pdbqt; Z995471950.pdbqt; 2yrq_pocket.pdbqt
 1719.0000,  424.0000,  387.0000,   11.0000,  373.0000,   95.0000,   89.0000,    1.0000,   59.0000,   17.0000,   16.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   72.3496,  804.6854,    0.8157,   32.8421,    1.1661,  2yrq.pdbqt; Z962235544.pdbqt; 2yrq_pocket.pdbqt
 1460.0000,  367.0000,  301.0000,   14.0000,  432.0000,   98.0000,   88.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   64.8720,  626.1646,    0.5456,   47.2847,    0.4364,  2yrq.pdbqt; Z431950290.pdbqt; 2yrq_pocket.pdbqt
 1788.0000,  476.0000,  442.0000,   31.0000,  375.0000,  102.0000,  101.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.7427,  767.5174,    0.7900,   40.6006,    0.0000,  2yrq.pdbqt; Z435980440.pdbqt; 2yrq_pocket.pdbqt
 1748.0000,  440.0000,  444.0000,    9.0000,  246.0000,   55.0000,   54.0000,    2.0000,  211.0000,   55.0000,   54.0000,    1.0000,   76.0000,   18.0000,   18.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.7043,  771.3507,    1.0377,   21.4306,    1.6602,  2yrq.pdbqt; Z1452034046.pdbqt; 2yrq_pocket.pdbqt
 1741.0000,  419.0000,  382.0000,   22.0000,  197.0000,   46.0000,   39.0000,    2.0000,  233.0000,   60.0000,   49.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   56.3281,  709.7614,    1.1113,   51.7555,    1.6866,  2yrq.pdbqt; Z1452843566.pdbqt; 2yrq_pocket.pdbqt
 1917.0000,  486.0000,  423.0000,   25.0000,  605.0000,  159.0000,  136.0000,    7.0000,  107.0000,   27.0000,   23.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.9216,  868.4390,    1.0970,   31.2800,    1.4921,  2yrq.pdbqt; Z727591484.pdbqt; 2yrq_pocket.pdbqt
 2036.0000,  527.0000,  456.0000,   29.0000,  561.0000,  140.0000,  125.0000,    6.0000,   87.0000,   20.0000,   22.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.9121,  877.0035,    1.1886,   32.3323,    1.2392,  2yrq.pdbqt; Z727587196.pdbqt; 2yrq_pocket.pdbqt
 1766.0000,  457.0000,  417.0000,   29.0000,  442.0000,  114.0000,  106.0000,    7.0000,  154.0000,   37.0000,   34.0000,    2.0000,   79.0000,   22.0000,   21.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.3300,  846.4079,    0.5968,   14.4644,    0.4258,  2yrq.pdbqt; Z1266684890.pdbqt; 2yrq_pocket.pdbqt
 2139.0000,  552.0000,  500.0000,   35.0000,  405.0000,  104.0000,  105.0000,    5.0000,  144.0000,   37.0000,   32.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   81.5164,  962.8534,    0.9902,   20.3789,    0.3681,  2yrq.pdbqt; Z3640841920.pdbqt; 2yrq_pocket.pdbqt
 1539.0000,  399.0000,  328.0000,   19.0000,  258.0000,   68.0000,   55.0000,    3.0000,  346.0000,   85.0000,   64.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   48.6072,  722.7653,    1.4701,   30.3630,    2.5347,  2yrq.pdbqt; Z73329518.pdbqt; 2yrq_pocket.pdbqt
 1784.0000,  432.0000,  437.0000,   11.0000,  415.0000,  100.0000,  101.0000,    3.0000,  424.0000,   99.0000,   95.0000,    3.0000,   91.0000,   20.0000,   18.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.8029,  831.6578,    1.9900,   24.1436,    2.9473,  2yrq.pdbqt; Z27677618.pdbqt; 2yrq_pocket.pdbqt
 1822.0000,  448.0000,  456.0000,    8.0000,  338.0000,   83.0000,   85.0000,    2.0000,  242.0000,   58.0000,   61.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.0000,   22.0000,   22.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   51.3180,  870.8811,    1.3778,   20.0224,    2.8331,  2yrq.pdbqt; Z1274657146.pdbqt; 2yrq_pocket.pdbqt
 1905.0000,  471.0000,  441.0000,   31.0000,  439.0000,  118.0000,  112.0000,    8.0000,  105.0000,   29.0000,   25.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  110.0000,   30.0000,   29.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.7632,  912.7744,    1.0180,   28.9186,    0.3972,  2yrq.pdbqt; Z1495053746.pdbqt; 2yrq_pocket.pdbqt
 1773.0000,  460.0000,  369.0000,   23.0000,  217.0000,   55.0000,   47.0000,    2.0000,  333.0000,   84.0000,   70.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.5440,  741.6431,    0.8596,   32.8105,    0.7458,  2yrq.pdbqt; Z2054727215.pdbqt; 2yrq_pocket.pdbqt
 1893.0000,  487.0000,  445.0000,    9.0000,  262.0000,   71.0000,   66.0000,    1.0000,  136.0000,   35.0000,   30.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.3381,  871.7776,    0.6774,   27.5567,    0.3625,  2yrq.pdbqt; Z1232397936.pdbqt; 2yrq_pocket.pdbqt
 1650.0000,  425.0000,  387.0000,   22.0000,  563.0000,  148.0000,  129.0000,    7.0000,   89.0000,   24.0000,   24.0000,    1.0000,   81.0000,   21.0000,   15.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.7110,  744.2329,    0.7880,   29.0677,    0.6162,  2yrq.pdbqt; Z1101647020.pdbqt; 2yrq_pocket.pdbqt
 2144.0000,  555.0000,  512.0000,   33.0000,  465.0000,  120.0000,  108.0000,    6.0000,  140.0000,   34.0000,   29.0000,    2.0000,   92.0000,   25.0000,   25.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.0081,  974.2940,    1.2831,   30.7438,    0.5191,  2yrq.pdbqt; Z223593990.pdbqt; 2yrq_pocket.pdbqt
 1866.0000,  484.0000,  403.0000,   22.0000,  362.0000,   91.0000,   80.0000,    4.0000,  216.0000,   54.0000,   48.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   48.6292,  758.9119,    0.4553,   29.3269,    0.4297,  2yrq.pdbqt; Z1260369243.pdbqt; 2yrq_pocket.pdbqt
 1845.0000,  462.0000,  466.0000,   24.0000,  106.0000,   26.0000,   28.0000,    1.0000,  254.0000,   58.0000,   67.0000,    4.0000,  101.0000,   26.0000,   26.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,   96.0000,   25.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   53.1645,  769.4804,    0.5808,   18.8393,    0.7050,  2yrq.pdbqt; Z1260372202.pdbqt; 2yrq_pocket.pdbqt
 1464.0000,  411.0000,  385.0000,   14.0000,   75.0000,   22.0000,   20.0000,    1.0000,  240.0000,   66.0000,   60.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.2755,  618.1336,    0.7191,   34.2934,    0.8215,  2yrq.pdbqt; Z1333707064.pdbqt; 2yrq_pocket.pdbqt
 2156.0000,  556.0000,  500.0000,   31.0000,  318.0000,   85.0000,   77.0000,    4.0000,  208.0000,   57.0000,   46.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.0000,   25.0000,   23.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.0089,  909.4877,    1.6781,   33.4810,    0.9978,  2yrq.pdbqt; Z1276041486.pdbqt; 2yrq_pocket.pdbqt
 1753.0000,  470.0000,  441.0000,   18.0000,  658.0000,  181.0000,  174.0000,    8.0000,  111.0000,   31.0000,   30.0000,    0.0000,   57.0000,   16.0000,   18.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.8821,  946.4651,    0.8616,   22.0061,    1.0765,  2yrq.pdbqt; Z54627307.pdbqt; 2yrq_pocket.pdbqt
 1979.0000,  523.0000,  465.0000,   26.0000,  781.0000,  196.0000,  189.0000,   11.0000,  143.0000,   39.0000,   38.0000,    3.0000,   77.0000,   21.0000,   19.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   70.9081,  976.6442,    1.2908,   21.2373,    1.3829,  2yrq.pdbqt; Z1567243800.pdbqt; 2yrq_pocket.pdbqt
 1753.0000,  444.0000,  395.0000,   24.0000,  386.0000,   97.0000,   90.0000,    5.0000,  223.0000,   54.0000,   51.0000,    3.0000,   82.0000,   21.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.0660,  785.3265,    1.0343,   21.9652,    1.2301,  2yrq.pdbqt; Z73389117.pdbqt; 2yrq_pocket.pdbqt
 1964.0000,  516.0000,  429.0000,   25.0000,  292.0000,   76.0000,   65.0000,    3.0000,  449.0000,  111.0000,   96.0000,    5.0000,  241.0000,   59.0000,   49.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.5506,  951.8385,    1.1439,   23.9764,    1.1013,  2yrq.pdbqt; Z88486395.pdbqt; 2yrq_pocket.pdbqt
 1756.0000,  475.0000,  399.0000,   15.0000,  345.0000,   86.0000,   73.0000,    3.0000,  167.0000,   43.0000,   33.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   72.0370,  782.1323,    1.3265,   57.6557,    1.0631,  2yrq.pdbqt; Z2801855358.pdbqt; 2yrq_pocket.pdbqt
 2135.0000,  551.0000,  499.0000,   15.0000,  298.0000,   77.0000,   70.0000,    2.0000,  179.0000,   39.0000,   33.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.6498,  965.5504,    1.3888,   63.1400,    2.5376,  2yrq.pdbqt; Z1769257761.pdbqt; 2yrq_pocket.pdbqt
 1805.0000,  477.0000,  429.0000,   25.0000,  413.0000,  106.0000,   94.0000,    5.0000,  326.0000,   81.0000,   70.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.7351,  869.0683,    1.5674,   28.9302,    0.5734,  2yrq.pdbqt; Z644829276.pdbqt; 2yrq_pocket.pdbqt
 1611.0000,  421.0000,  391.0000,   28.0000,  375.0000,   98.0000,   91.0000,    7.0000,  101.0000,   24.0000,   23.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  317.0000,   74.0000,   82.0000,    5.0000,  214.0000,   56.0000,   47.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   74.3708,  894.0518,    0.7800,   37.5782,    0.1591,  2yrq.pdbqt; Z368577720.pdbqt; 2yrq_pocket.pdbqt
 1873.0000,  483.0000,  397.0000,   24.0000,  494.0000,  124.0000,  103.0000,    6.0000,  319.0000,   80.0000,   71.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.9204,  910.3144,    1.4814,   26.8091,    0.9665,  2yrq.pdbqt; Z1618463951.pdbqt; 2yrq_pocket.pdbqt
 1713.0000,  417.0000,  375.0000,   10.0000,  370.0000,   90.0000,   81.0000,    1.0000,  139.0000,   35.0000,   25.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  359.0000,   92.0000,   91.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.7393,  977.5160,    1.3521,   31.4942,    1.7058,  2yrq.pdbqt; Z8111149004.pdbqt; 2yrq_pocket.pdbqt
 1359.0000,  335.0000,  358.0000,   17.0000,  407.0000,   99.0000,  106.0000,    4.0000,  287.0000,   68.0000,   73.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.3383,  656.1586,    1.2269,   31.7795,    1.7938,  2yrq.pdbqt; Z270210292.pdbqt; 2yrq_pocket.pdbqt
 1227.0000,  309.0000,  250.0000,   12.0000,  196.0000,   51.0000,   42.0000,    2.0000,  313.0000,   82.0000,   71.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   60.0221,  587.5634,    0.8957,   20.0340,    2.1051,  2yrq.pdbqt; Z908579070.pdbqt; 2yrq_pocket.pdbqt
 1778.0000,  455.0000,  372.0000,   22.0000,  310.0000,   78.0000,   71.0000,    3.0000,  254.0000,   71.0000,   53.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.7270,  774.0325,    0.7611,   21.8166,    0.7468,  2yrq.pdbqt; Z844976070.pdbqt; 2yrq_pocket.pdbqt
 2026.0000,  518.0000,  509.0000,    9.0000,  439.0000,  110.0000,  109.0000,    2.0000,  129.0000,   30.0000,   26.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   54.2992,  890.3922,    0.6849,   34.3330,    1.2636,  2yrq.pdbqt; Z230870160.pdbqt; 2yrq_pocket.pdbqt
 1723.0000,  435.0000,  412.0000,   21.0000,  249.0000,   68.0000,   55.0000,    3.0000,  209.0000,   47.0000,   47.0000,    2.0000,   87.0000,   24.0000,   22.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.4269,  670.1712,    1.1092,   45.4213,    1.8538,  2yrq.pdbqt; Z1171708231.pdbqt; 2yrq_pocket.pdbqt
 1512.0000,  379.0000,  341.0000,    7.0000,  489.0000,  117.0000,  110.0000,    3.0000,  167.0000,   42.0000,   36.0000,    1.0000,   54.0000,   12.0000,    8.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.1913,  806.2929,    0.4746,   12.0587,    0.7544,  2yrq.pdbqt; Z1757455465.pdbqt; 2yrq_pocket.pdbqt
 1911.0000,  472.0000,  462.0000,   12.0000,  409.0000,   98.0000,  101.0000,    2.0000,  252.0000,   64.0000,   63.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.1054,  827.3880,    0.9845,   11.7033,    1.7012,  2yrq.pdbqt; Z1151597870.pdbqt; 2yrq_pocket.pdbqt
 1763.0000,  436.0000,  429.0000,   17.0000,  402.0000,   99.0000,   95.0000,    4.0000,  328.0000,   72.0000,   69.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.5745,  811.6092,    1.1696,   38.9940,    0.2766,  2yrq.pdbqt; Z1754221537.pdbqt; 2yrq_pocket.pdbqt
 1720.0000,  459.0000,  415.0000,   21.0000,  299.0000,   79.0000,   71.0000,    4.0000,  152.0000,   33.0000,   32.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  277.0000,   72.0000,   65.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.6714,  818.1263,    0.9430,   40.7372,    0.6724,  2yrq.pdbqt; Z2062271602.pdbqt; 2yrq_pocket.pdbqt
 1955.0000,  505.0000,  446.0000,   27.0000,  215.0000,   56.0000,   51.0000,    3.0000,  306.0000,   76.0000,   68.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   52.2395,  756.3445,    0.5449,   25.6949,    0.5504,  2yrq.pdbqt; Z394700946.pdbqt; 2yrq_pocket.pdbqt
 2032.0000,  526.0000,  489.0000,   34.0000,  500.0000,  131.0000,  120.0000,    7.0000,  102.0000,   28.0000,   22.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.7866,  930.0480,    1.2736,   33.5966,    0.6876,  2yrq.pdbqt; Z1334615578.pdbqt; 2yrq_pocket.pdbqt
